Families	40
Machines	20
MaxSetupTime	50

Number of Jobs in each Family
9	1	2	4	4	4	6	2	10	8	4	5	3	1	5	6	7	4	2	7	3	8	2	2	8	4	3	2	8	9	7	10	6	5	7	9	4	9	8	9	

Jobs in each Family
0	1	2	3	4	5	6	7	8	
9	
10	11	
12	13	14	15	
16	17	18	19	
20	21	22	23	
24	25	26	27	28	29	
30	31	
32	33	34	35	36	37	38	39	40	41	
42	43	44	45	46	47	48	49	
50	51	52	53	
54	55	56	57	58	
59	60	61	
62	
63	64	65	66	67	
68	69	70	71	72	73	
74	75	76	77	78	79	80	
81	82	83	84	
85	86	
87	88	89	90	91	92	93	
94	95	96	
97	98	99	100	101	102	103	104	
105	106	
107	108	
109	110	111	112	113	114	115	116	
117	118	119	120	
121	122	123	
124	125	
126	127	128	129	130	131	132	133	
134	135	136	137	138	139	140	141	142	
143	144	145	146	147	148	149	
150	151	152	153	154	155	156	157	158	159	
160	161	162	163	164	165	
166	167	168	169	170	
171	172	173	174	175	176	177	
178	179	180	181	182	183	184	185	186	
187	188	189	190	
191	192	193	194	195	196	197	198	199	
200	201	202	203	204	205	206	207	
208	209	210	211	212	213	214	215	216	

Total number of jobs
217

Processing times of jobs
9	3	9	8	10	9	2	2	3	2	6	8	6	9	9	5	8	6	5	8	
9	8	4	1	8	1	3	1	10	7	5	9	4	8	8	2	2	9	6	10	
5	5	7	9	7	4	4	10	10	9	1	8	8	2	4	7	9	7	4	6	
7	7	7	5	3	8	4	9	3	6	1	1	10	5	1	9	4	2	4	6	
5	5	10	6	2	6	4	8	4	7	9	5	4	6	1	1	5	7	8	7	
6	7	2	2	2	2	5	1	4	2	5	3	6	9	2	1	7	10	3	3	
3	2	8	3	9	5	4	9	9	4	5	4	9	7	1	9	2	6	6	7	
10	6	2	8	3	4	8	5	1	10	7	1	10	3	5	4	6	7	7	2	
5	7	4	2	9	8	4	8	1	5	9	9	8	3	7	9	9	7	4	9	
3	7	7	8	2	9	3	10	10	3	10	6	10	6	10	2	3	9	3	8	
3	6	5	6	8	6	10	1	2	8	3	1	1	7	9	5	3	2	5	4	
6	3	2	8	6	10	10	10	5	2	10	2	4	10	4	10	8	6	7	1	
10	1	4	3	8	5	2	4	2	6	6	8	9	8	10	2	9	4	6	5	
4	1	1	3	2	9	7	1	6	1	6	2	6	2	8	8	9	8	9	4	
4	4	6	4	9	2	9	5	9	1	1	8	3	8	2	4	6	5	9	1	
6	7	10	1	4	8	9	2	6	10	4	3	10	9	10	1	9	8	7	8	
1	2	8	7	10	10	9	1	9	2	10	4	3	1	9	8	1	5	8	1	
7	1	7	7	1	6	4	1	2	7	4	6	4	8	8	1	7	6	1	7	
7	10	2	2	5	4	5	8	9	1	10	2	4	9	8	6	10	7	2	7	
1	8	1	4	6	6	7	8	10	10	3	1	2	8	5	6	1	6	5	7	
7	1	9	4	10	6	10	6	5	3	1	10	2	7	4	8	9	3	10	6	
3	2	7	1	9	6	9	7	1	3	2	4	7	10	9	4	10	9	1	10	
3	2	7	8	4	9	10	8	9	3	6	7	3	9	1	5	1	7	4	8	
4	3	7	4	1	2	5	9	6	1	2	6	9	9	9	2	7	9	1	5	
1	8	9	5	1	4	9	7	4	9	5	1	4	8	3	2	5	3	7	5	
6	8	4	8	3	2	10	2	9	3	1	6	2	7	9	10	3	2	1	5	
6	3	2	4	4	6	7	6	5	8	6	9	9	1	2	5	10	6	2	1	
6	5	4	8	5	3	9	9	5	5	2	6	3	4	8	6	7	4	6	6	
7	6	1	6	8	6	4	3	8	8	3	3	5	5	1	4	8	8	2	7	
7	10	2	6	7	5	3	6	1	7	2	8	1	3	5	1	8	3	3	4	
10	9	8	3	2	3	1	6	1	5	4	6	7	4	3	9	5	4	3	9	
1	9	1	7	2	9	2	1	10	5	4	3	5	2	6	10	6	1	6	6	
6	10	4	5	7	10	6	10	4	4	10	2	5	2	2	5	5	10	7	7	
1	9	6	8	2	9	7	3	3	4	3	1	9	2	1	1	10	10	3	4	
4	6	10	10	10	3	6	6	8	5	8	5	6	3	8	6	9	4	5	1	
4	4	8	4	4	2	4	4	3	8	8	4	6	1	4	3	3	8	3	6	
9	4	5	2	5	2	1	6	2	1	1	3	4	4	6	6	2	7	6	6	
1	9	6	10	5	5	8	8	7	10	5	3	3	1	9	6	7	10	3	8	
3	10	10	4	3	7	6	6	9	4	4	3	4	9	10	4	5	9	2	6	
3	6	3	1	3	3	5	7	10	6	1	8	2	4	8	4	2	2	3	3	
4	10	6	9	4	10	6	5	7	10	6	1	1	5	4	2	4	5	10	7	
6	5	2	2	2	10	10	9	4	4	5	3	7	10	10	9	2	7	10	8	
9	2	5	5	9	1	9	9	4	8	3	8	7	5	6	3	2	5	4	5	
10	1	8	4	9	10	9	10	10	3	8	9	3	5	1	1	5	4	6	2	
2	1	8	6	8	3	9	2	8	9	4	9	8	8	2	9	3	8	6	7	
3	8	6	9	10	7	2	7	5	7	4	7	9	3	4	5	10	8	7	8	
2	8	7	7	10	4	5	3	1	2	5	8	8	3	2	8	7	2	1	7	
9	7	5	10	5	3	3	9	3	6	3	10	10	5	6	10	4	7	5	10	
9	3	10	1	2	3	4	10	2	8	2	10	6	8	9	3	2	2	10	6	
8	9	10	2	2	4	3	4	5	8	10	2	8	1	4	10	4	3	4	5	
2	5	7	6	3	8	10	7	4	7	2	1	3	9	9	1	5	9	3	3	
1	10	9	6	9	4	2	1	7	7	7	1	9	3	2	8	6	8	9	9	
1	3	9	1	4	8	2	2	7	4	9	5	1	3	1	10	1	10	1	5	
1	3	7	8	10	7	3	8	4	9	5	8	2	6	6	2	2	10	4	1	
9	5	3	9	3	1	1	10	9	1	5	4	1	9	10	7	10	8	1	6	
9	2	10	4	5	9	8	5	4	2	10	4	5	2	9	3	1	4	5	9	
4	10	6	6	3	8	4	3	3	4	9	3	6	3	5	4	9	9	10	6	
1	1	7	4	7	1	6	6	8	4	3	5	8	7	2	4	3	5	6	5	
4	1	1	9	9	4	8	8	5	6	10	9	8	9	9	1	6	1	10	10	
9	2	4	10	9	2	10	3	5	3	6	8	4	9	7	3	1	8	9	10	
3	7	8	8	10	4	6	7	4	4	2	7	8	10	8	5	8	6	9	3	
10	2	8	2	1	4	4	1	7	4	6	3	6	10	4	4	5	6	4	3	
3	3	5	9	4	6	2	9	4	1	2	9	10	1	6	5	4	7	4	1	
2	7	6	9	10	6	8	2	6	8	2	7	8	2	4	1	4	6	7	9	
3	7	1	9	5	6	3	6	7	10	1	6	10	6	7	6	6	4	2	7	
5	5	4	7	3	3	10	9	3	8	7	1	10	3	5	9	7	4	5	4	
5	5	1	1	1	10	3	2	9	2	4	2	4	7	6	5	8	3	7	7	
3	3	1	4	10	3	7	2	2	9	10	7	1	9	9	9	4	1	6	5	
1	4	2	6	10	9	2	7	4	7	4	10	10	2	7	7	3	10	4	1	
8	5	9	6	5	3	10	1	7	8	3	8	8	9	5	3	2	1	5	9	
6	8	9	9	2	7	4	1	2	3	9	4	10	5	5	10	3	6	4	9	
7	2	6	2	9	3	9	1	9	8	5	3	10	9	9	7	2	5	9	2	
9	7	5	5	4	1	4	5	9	10	6	9	10	4	8	8	3	7	10	6	
6	3	7	5	1	9	5	10	4	2	10	4	1	5	7	5	5	9	4	4	
4	6	4	9	6	1	4	6	9	8	6	6	1	4	7	4	6	9	1	7	
8	7	6	2	4	5	8	6	1	8	7	9	6	1	10	2	9	9	1	8	
10	8	6	6	2	9	4	6	4	8	4	3	6	2	7	5	4	7	6	10	
9	9	6	9	4	9	6	3	8	6	2	1	6	9	4	2	4	7	3	1	
4	2	5	6	9	8	7	2	5	3	6	1	2	5	7	6	2	5	2	1	
4	2	4	3	9	6	3	7	7	4	9	10	2	8	10	10	8	10	1	1	
7	7	5	8	7	6	1	7	4	2	3	1	8	4	8	6	2	7	9	2	
9	3	1	4	4	7	2	5	3	1	4	4	8	4	5	3	7	9	4	10	
8	3	6	4	8	10	1	1	9	1	10	3	4	6	1	2	5	4	5	1	
1	9	5	6	8	4	7	4	6	1	4	9	9	3	4	9	5	6	5	4	
8	10	3	4	7	5	7	8	5	9	5	9	10	1	5	9	3	7	2	1	
8	7	8	7	3	5	4	1	1	3	8	4	5	6	6	3	2	8	8	6	
1	10	10	2	4	3	6	3	9	10	8	5	10	1	4	4	3	4	4	4	
6	4	9	5	9	10	4	10	10	2	5	4	9	8	2	5	6	8	4	3	
8	10	5	8	4	4	1	9	1	2	1	5	3	5	4	10	9	8	6	3	
2	5	1	7	8	1	10	4	5	2	9	3	6	5	8	6	2	3	5	9	
5	2	5	4	1	3	2	8	7	1	9	7	1	3	9	2	1	10	5	6	
5	9	9	8	10	8	2	8	2	10	4	5	9	8	1	9	1	10	5	2	
5	3	9	7	9	4	4	8	9	9	9	2	5	8	2	3	4	1	10	1	
5	4	9	5	5	3	1	7	8	3	8	2	3	9	2	3	9	8	6	7	
8	1	1	5	1	8	3	1	2	10	9	6	9	8	3	1	7	6	4	10	
6	2	7	5	8	10	2	6	4	1	1	1	6	2	8	6	2	1	5	10	
10	3	7	8	9	6	8	7	2	4	6	8	9	5	6	3	2	8	8	6	
9	2	10	8	9	7	8	2	1	6	3	6	9	6	6	2	2	6	8	8	
9	1	8	9	3	3	4	2	8	10	2	9	10	1	3	10	2	10	5	7	
9	10	9	2	3	1	1	5	4	8	6	6	5	8	8	2	9	6	4	5	
4	2	8	8	3	9	2	6	4	8	6	1	6	6	6	10	6	2	6	3	
6	5	5	1	7	9	4	3	7	3	6	7	9	8	2	3	6	1	5	8	
8	10	5	8	9	5	4	3	3	3	6	2	2	7	2	1	5	7	1	1	
8	6	9	7	8	9	10	5	10	4	8	7	5	7	5	1	10	3	9	8	
1	2	7	6	7	2	3	8	10	9	7	8	4	4	7	3	9	3	8	9	
2	2	1	9	2	4	10	6	3	6	5	7	4	5	4	9	9	9	1	8	
2	9	5	3	9	5	8	8	9	4	3	7	10	5	7	10	3	3	3	1	
4	3	2	9	10	7	4	6	1	1	4	4	8	7	3	4	2	2	2	9	
4	1	2	7	1	8	10	2	9	5	1	6	3	7	8	2	3	3	3	4	
6	10	9	8	7	1	8	4	7	3	6	5	7	6	1	9	5	2	9	4	
1	7	8	2	5	1	7	5	1	8	7	8	1	6	8	10	1	2	9	7	
6	4	2	9	6	9	7	6	9	7	5	10	10	4	8	5	2	10	7	8	
6	2	2	8	9	3	1	1	9	4	10	7	3	8	10	6	10	8	2	2	
6	6	9	2	6	2	5	5	6	4	7	2	9	9	6	9	9	1	5	2	
1	2	3	3	2	10	5	4	2	5	1	5	6	9	1	6	10	6	4	7	
8	8	3	9	3	4	2	8	9	5	8	4	3	4	7	7	7	6	8	3	
6	5	5	1	2	6	3	4	2	1	7	5	4	8	3	3	4	8	2	4	
10	4	3	4	1	9	4	1	2	9	4	10	5	10	10	9	9	8	2	6	
1	7	9	10	10	2	7	3	7	1	1	1	10	6	3	7	7	4	3	5	
7	10	9	7	4	9	1	5	6	9	4	3	2	1	9	3	2	9	4	2	
3	2	2	2	10	8	7	4	1	2	9	10	5	9	2	10	8	7	3	5	
7	2	9	5	10	4	2	10	3	2	10	10	10	1	2	3	6	1	4	7	
2	6	7	2	10	3	4	5	3	1	4	8	8	10	7	5	3	10	2	2	
7	9	4	6	8	4	10	6	9	4	5	7	5	7	4	5	5	1	7	5	
4	9	1	1	5	2	5	2	3	3	3	8	9	7	5	7	5	3	10	3	
8	8	1	6	5	6	8	7	1	9	3	1	1	9	4	7	6	9	10	3	
4	8	6	8	5	1	10	8	6	7	9	5	8	4	4	3	6	7	8	2	
6	4	9	3	1	9	9	1	8	1	10	2	10	4	4	3	8	2	5	10	
8	1	3	7	2	10	6	10	3	4	4	10	9	9	8	10	2	4	8	6	
7	7	9	10	3	2	7	1	8	5	10	10	3	4	6	7	10	5	8	7	
8	4	6	2	1	9	4	9	2	5	3	3	9	4	6	7	10	2	3	7	
7	10	1	4	2	1	7	10	1	4	5	1	10	2	9	7	2	3	9	8	
6	4	9	9	3	6	7	9	3	2	9	5	7	6	7	5	4	6	1	8	
5	9	6	3	1	2	6	8	4	9	7	7	9	10	5	7	6	4	10	6	
8	2	8	10	5	1	2	5	6	5	8	10	6	2	6	5	3	6	4	6	
8	7	5	4	3	3	4	8	7	9	4	6	1	10	2	7	1	6	1	4	
10	1	7	5	5	6	5	7	7	4	1	3	2	1	6	3	2	3	1	2	
3	4	9	3	6	8	7	8	5	4	6	5	5	10	7	5	10	3	1	4	
9	5	2	2	2	3	9	3	5	7	6	9	10	4	9	7	10	5	9	9	
9	3	10	10	8	2	2	5	10	1	8	8	6	7	6	1	8	4	5	2	
1	5	6	9	9	4	7	10	7	8	8	7	1	3	1	2	10	6	6	4	
5	8	5	7	10	3	5	2	4	8	4	10	9	3	7	4	4	3	8	9	
1	7	4	5	3	1	8	7	5	1	6	10	2	6	3	8	3	4	2	2	
3	1	10	7	2	1	10	10	8	8	2	4	9	8	9	9	4	1	4	8	
9	9	7	3	2	5	4	4	8	10	7	6	6	10	4	6	8	8	1	7	
8	7	6	9	1	2	9	3	2	4	8	4	2	3	7	9	6	10	4	7	
3	2	9	6	4	10	5	9	8	7	4	2	9	9	8	2	2	4	7	2	
6	9	4	5	2	1	1	3	9	2	7	9	3	9	6	5	7	8	7	10	
2	6	10	5	1	8	3	1	2	6	3	8	10	1	8	7	1	9	2	6	
5	5	8	6	3	8	2	9	6	7	7	9	7	10	8	4	9	8	6	5	
5	3	2	1	6	9	6	8	2	7	8	9	5	8	2	1	1	6	7	6	
2	6	9	7	8	10	1	5	7	7	9	7	7	7	5	3	5	5	8	3	
5	1	3	2	8	4	7	7	9	7	8	1	10	8	9	6	4	8	1	10	
10	1	3	8	7	7	2	3	8	8	10	9	2	6	1	3	5	9	9	7	
6	7	4	2	5	7	7	3	7	6	4	5	2	6	2	2	5	3	1	10	
10	5	7	2	8	8	9	2	9	1	3	3	1	7	6	8	1	1	9	2	
2	6	10	10	8	7	7	2	7	3	10	1	8	9	7	9	4	4	2	9	
4	6	8	4	10	2	5	10	7	9	3	3	4	4	4	6	9	4	9	8	
3	6	7	8	9	3	2	7	8	5	1	1	3	8	2	3	10	7	7	6	
6	3	8	9	8	10	6	6	4	8	10	4	3	8	1	4	5	4	3	8	
9	2	2	6	9	3	10	9	10	7	7	6	3	1	4	2	4	1	7	7	
2	2	2	5	7	9	4	7	4	5	8	6	9	4	5	4	3	7	6	6	
1	10	2	4	7	6	3	1	6	1	2	2	5	4	5	2	10	2	10	7	
7	6	2	5	4	9	3	8	1	8	4	7	9	8	10	2	6	10	4	2	
2	8	9	8	2	1	4	8	8	3	5	9	8	3	8	9	8	8	3	2	
5	9	5	9	8	8	5	10	5	9	3	2	5	1	7	3	10	1	4	3	
2	10	5	5	2	7	7	1	2	8	7	6	2	7	3	1	7	8	2	1	
3	7	9	3	1	3	10	2	3	5	2	3	9	5	5	6	2	3	2	2	
1	3	5	8	1	3	10	8	3	8	4	9	3	8	7	3	3	7	6	1	
8	10	1	4	9	1	1	7	8	7	6	3	5	4	5	2	4	1	9	1	
4	1	3	6	6	10	5	8	10	6	4	1	9	5	6	2	9	1	2	3	
6	6	8	6	4	2	2	6	2	2	9	5	3	1	3	7	6	2	10	1	
1	5	9	9	4	8	7	1	3	7	8	1	9	6	1	10	9	7	4	8	
2	3	6	6	3	9	6	5	9	4	3	3	10	8	4	9	4	10	3	10	
10	2	5	7	6	8	9	2	2	1	5	2	8	6	3	4	10	6	9	10	
4	5	1	7	1	10	10	8	6	8	1	6	9	10	8	9	4	4	10	10	
8	7	4	1	2	9	6	6	6	8	2	7	6	6	8	9	7	9	7	7	
2	1	2	2	9	1	2	10	4	10	10	8	9	5	6	2	6	9	4	1	
9	1	6	6	4	5	4	5	5	5	6	9	5	9	6	2	6	10	8	10	
10	6	9	5	9	7	2	5	4	7	9	4	5	6	4	2	5	8	8	7	
6	8	5	10	5	6	8	9	5	8	5	10	1	6	2	4	5	8	1	8	
7	10	7	2	6	1	10	2	1	9	8	2	1	1	10	4	7	3	9	2	
4	3	6	8	5	3	4	2	5	10	3	3	1	4	9	4	5	8	5	9	
10	4	10	2	9	6	4	6	9	6	10	6	4	1	2	2	10	9	2	8	
10	2	5	4	9	5	2	2	7	2	5	3	8	3	5	1	9	6	1	8	
6	2	5	2	2	8	7	9	7	6	1	4	5	3	8	8	6	4	9	7	
6	4	4	10	2	7	10	3	1	3	2	10	8	2	2	4	9	5	8	7	
2	9	7	7	5	8	10	9	2	2	9	5	4	2	6	9	5	2	7	6	
2	10	3	5	5	4	1	2	9	4	2	5	1	9	6	2	7	8	1	8	
7	7	5	1	1	2	2	10	5	4	6	1	2	7	1	9	1	9	2	1	
5	8	1	6	8	10	1	4	2	4	4	4	7	6	8	5	8	9	1	7	
7	4	1	9	5	6	7	8	6	7	5	10	3	8	3	6	3	9	6	6	
1	3	6	4	10	7	10	1	7	9	2	5	6	8	10	6	3	5	2	4	
3	6	4	1	9	8	9	4	3	3	3	1	7	9	8	2	3	5	9	5	
8	3	3	3	10	8	4	9	2	3	4	4	6	5	9	7	10	3	9	2	
7	4	7	4	2	2	2	9	2	2	2	6	3	3	2	9	2	3	9	8	
3	3	3	10	10	6	8	4	3	5	9	10	10	7	8	3	6	1	3	9	
2	6	4	9	5	1	8	6	2	3	10	5	1	4	2	10	1	3	4	4	
3	8	2	3	6	9	5	10	9	6	4	1	6	7	5	6	10	7	3	2	
9	3	2	1	7	9	10	7	2	5	1	10	3	5	8	10	5	3	4	3	
6	5	3	5	7	6	7	5	5	6	1	7	8	2	5	7	3	7	3	9	
9	7	10	8	8	9	6	2	8	4	6	10	4	1	8	5	10	2	10	9	
9	10	7	1	9	9	5	1	5	1	7	7	8	6	10	6	4	2	8	5	
5	7	8	2	2	6	6	4	5	10	10	8	10	5	2	7	2	7	6	7	
1	9	3	7	4	9	6	1	8	2	5	5	9	6	5	5	3	4	2	6	
1	5	4	8	3	2	2	4	6	4	8	5	5	5	8	1	5	2	4	3	
10	5	4	4	1	6	6	1	4	8	7	4	10	7	8	9	2	5	2	9	
6	3	3	1	9	2	2	1	7	9	2	10	7	2	1	5	1	9	9	9	
3	10	1	3	7	9	5	8	10	1	7	5	5	5	7	10	6	6	6	9	
2	3	6	4	3	2	2	5	1	6	9	10	6	7	2	5	9	8	1	3	
10	3	6	4	3	9	3	4	7	3	10	6	3	2	6	5	7	1	5	7	
3	4	5	3	9	5	9	9	7	2	8	9	7	6	1	1	9	3	8	7	
6	2	10	4	5	8	6	1	9	6	4	2	8	4	1	6	10	2	6	3	
3	3	8	6	2	6	7	4	10	4	9	6	10	6	7	4	10	10	6	1	
3	5	10	2	6	10	1	2	3	4	1	6	10	5	3	10	6	8	2	4	
3	5	4	9	1	9	10	3	1	1	8	10	2	4	9	9	7	7	1	10	
9	8	6	2	5	7	4	6	10	5	9	1	2	3	7	8	9	10	1	6	

Stepup times between family, where [f][f] represents initial setup time
On machine	1
12	33	33	42	37	12	14	42	4	44	42	10	31	19	11	4	37	19	9	24	48	32	36	41	33	14	49	1	22	48	37	24	1	27	7	49	36	24	45	28	
44	13	2	18	40	2	46	23	35	31	5	11	43	31	42	41	47	33	46	23	45	48	44	47	50	25	14	26	21	31	31	21	10	8	45	36	42	42	24	35	
25	35	26	3	8	11	20	23	23	7	19	46	15	31	36	27	32	12	14	14	20	45	44	7	45	46	41	19	31	8	16	1	38	10	12	32	40	3	26	40	
48	50	31	18	25	40	18	47	20	45	46	28	40	22	46	2	11	12	49	44	42	36	48	3	26	10	43	47	7	3	35	43	47	28	47	17	47	10	17	14	
16	15	38	3	8	24	43	44	1	33	13	13	39	41	6	27	30	29	8	37	40	48	11	37	45	17	5	36	36	12	24	24	29	33	12	26	37	17	39	26	
39	22	8	16	31	2	4	41	3	49	5	29	43	39	37	5	7	42	29	27	36	14	47	2	9	47	31	48	45	41	26	17	8	23	26	5	45	50	35	25	
27	23	26	30	34	38	12	8	16	50	21	37	50	28	1	43	37	26	9	36	13	39	17	37	1	3	9	26	16	24	39	41	28	30	18	38	35	33	5	41	
32	4	10	9	41	29	2	49	48	30	41	13	1	21	45	5	31	3	7	24	24	12	43	13	49	38	43	25	6	4	6	31	16	47	47	29	38	31	43	3	
31	29	48	25	49	23	31	36	23	29	14	41	9	26	14	37	15	12	18	27	49	12	19	30	13	22	45	31	24	20	47	47	25	45	27	26	19	49	20	10	
6	39	14	23	24	9	42	16	49	49	30	22	12	28	11	10	29	28	19	31	19	28	37	22	41	38	19	23	20	9	31	14	26	37	44	26	46	30	41	47	
24	22	32	20	35	3	8	34	25	36	7	42	29	14	17	26	29	50	19	7	2	23	43	33	28	45	32	7	2	21	45	34	22	4	40	37	30	42	37	41	
42	34	28	3	12	24	2	11	40	17	2	41	18	31	36	9	7	42	8	22	18	17	16	48	44	35	3	20	39	1	17	15	31	14	46	4	34	41	9	33	
42	3	8	41	23	4	32	28	1	50	6	49	46	38	29	1	28	15	40	37	6	10	44	5	46	33	50	49	6	10	5	25	41	33	45	41	35	22	2	30	
50	26	10	14	37	43	18	31	44	32	34	37	18	39	5	31	43	44	33	11	27	19	27	29	2	7	40	31	21	33	17	6	30	10	46	29	22	44	9	47	
27	19	39	14	45	26	27	26	19	24	28	26	23	2	32	34	12	45	49	36	21	33	35	6	7	16	15	17	4	23	16	25	8	6	38	43	47	27	39	28	
17	32	36	47	28	41	13	47	44	21	15	28	1	21	25	13	7	20	48	37	25	13	12	11	46	2	42	29	17	28	40	50	10	7	2	35	28	48	36	22	
12	37	42	15	47	29	44	36	49	15	10	37	30	14	11	30	36	23	43	7	1	8	20	37	33	5	6	36	15	3	25	16	19	4	13	12	45	29	30	29	
35	41	44	36	1	50	41	13	29	19	43	25	26	38	18	22	46	5	11	27	32	32	50	42	28	23	47	33	25	33	47	30	40	34	44	28	37	2	7	46	
44	4	27	26	24	43	16	15	45	27	30	25	18	34	39	28	39	18	28	27	20	32	16	27	20	3	44	10	38	34	7	44	24	8	37	36	35	13	9	26	
3	11	15	12	16	14	19	35	27	35	19	11	43	6	17	27	37	35	23	30	18	24	48	16	33	28	16	20	30	47	12	39	47	48	41	10	20	31	50	20	
46	43	37	12	49	30	17	6	20	28	48	26	48	44	50	2	30	14	13	38	19	48	39	28	27	28	33	27	36	38	30	46	15	19	30	34	16	15	18	12	
9	47	18	26	34	22	23	10	16	14	41	27	29	31	26	26	43	29	42	40	50	22	22	24	11	46	38	9	35	35	7	49	48	47	47	13	31	7	6	40	
50	22	15	14	48	29	28	2	24	35	19	38	32	16	25	4	35	28	33	46	46	19	21	49	44	37	30	49	17	5	38	43	1	44	28	31	34	36	46	20	
1	41	42	6	33	39	48	40	3	22	20	16	35	36	4	32	20	11	1	27	28	43	25	46	7	37	19	1	39	35	16	17	38	4	4	46	21	5	49	35	
12	9	22	36	44	45	18	50	34	7	5	21	8	30	22	32	17	24	12	35	39	2	41	23	33	34	2	25	10	34	9	16	23	13	17	21	39	3	29	20	
20	34	17	45	35	19	40	40	6	25	29	22	18	44	49	25	11	14	46	21	36	40	3	29	37	2	2	29	1	29	19	5	21	39	19	4	14	46	14	47	
37	38	49	3	49	36	19	19	29	43	23	37	7	3	50	37	13	37	37	9	27	17	50	10	49	3	21	10	11	33	32	34	26	1	24	18	27	42	34	37	
30	9	21	3	14	24	45	8	36	30	48	3	27	37	32	33	20	10	27	45	46	43	33	33	2	46	39	16	28	48	43	15	19	9	4	40	18	39	23	13	
7	20	29	38	50	10	24	36	7	26	1	40	42	18	12	30	2	40	7	19	34	10	35	8	4	20	40	37	21	20	20	17	8	9	5	12	21	38	18	28	
2	40	16	33	36	11	44	40	47	12	25	45	39	16	14	21	8	43	21	40	19	45	46	33	23	26	43	25	11	15	47	43	5	33	7	34	37	23	46	7	
23	50	46	12	31	10	5	44	30	1	45	44	45	7	37	2	37	44	4	34	4	49	37	50	43	31	13	7	50	21	39	6	26	43	20	17	15	3	50	49	
5	20	22	24	25	26	35	50	20	25	11	31	12	20	17	41	12	18	22	6	27	42	4	39	47	9	3	22	22	18	14	19	41	48	41	34	17	50	42	42	
3	37	4	22	1	16	24	31	35	13	10	17	8	6	25	32	34	8	21	2	36	13	50	12	39	32	33	19	5	19	33	20	45	16	50	14	38	22	49	10	
10	12	23	9	36	50	8	10	4	25	5	17	18	27	40	45	42	5	21	46	46	30	10	46	8	1	50	41	39	30	7	1	39	41	48	39	27	45	11	20	
15	29	2	11	25	17	26	24	50	20	50	28	47	48	45	23	19	16	21	38	36	3	17	8	43	30	5	45	5	4	44	23	24	45	16	19	40	50	32	6	
34	31	9	13	13	42	33	35	36	43	46	31	47	21	4	34	40	10	19	34	48	34	9	50	46	21	32	13	24	16	37	38	18	49	17	24	20	26	18	28	
5	3	44	37	5	45	33	8	22	6	46	49	7	34	49	15	23	6	16	11	19	2	1	11	31	33	25	26	4	48	16	16	45	18	26	15	37	19	23	14	
36	5	11	49	18	7	8	26	21	9	43	43	17	6	12	37	29	27	43	24	19	45	48	11	50	6	7	24	20	14	46	11	29	11	22	31	11	50	14	35	
47	28	21	29	41	1	17	33	19	28	44	49	33	17	24	12	13	23	19	9	34	24	12	10	26	15	49	27	3	26	5	50	21	41	2	41	49	13	8	21	
11	8	40	32	14	1	10	39	33	8	35	30	49	42	33	21	13	16	29	23	17	2	14	20	22	19	21	17	28	30	16	43	8	29	18	47	32	10	34	48	
On machine	2
